home_club_id,away_club_id,time,division,date,day
654,488,15:30,4A,14/01/2023,17
402,044,12:30,2A,14/01/2023,17
132,274,13:00,2A,14/01/2023,17
035,263,14:00,2A,14/01/2023,17
599,504,14:00,2A,14/01/2023,17
109,024,15:00,2A,14/01/2023,17
031,541,15:00,2A,14/01/2023,17
630,292,15:30,2A,14/01/2023,17
345,044,12:30,2B,14/01/2023,17
109,388,13:30,2B,14/01/2023,17
152,578,14:00,2B,14/01/2023,17
416,589,15:30,2B,14/01/2023,17
001,292,15:30,2B,14/01/2023,17
137,030,15:30,2B,14/01/2023,17
132,002,15:30,2B,14/01/2023,17
016,092,12:30,4D,14/01/2023,17
649,569,12:30,4D,14/01/2023,17
641,493,12:30,4D,14/01/2023,17
152,574,14:00,4D,14/01/2023,17
644,999,14:45,4D,14/01/2023,17
601,214,15:30,4D,14/01/2023,17
181,070,15:30,4D,14/01/2023,17
132,002,13:00,6D,14/01/2023,17
416,093,14:00,6D,14/01/2023,17
181,347,15:00,6D,14/01/2023,17
412,151,15:00,6D,14/01/2023,17
402,044,15:30,6D,14/01/2023,17
455,303,15:30,6D,14/01/2023,17
075,084,15:30,6D,14/01/2023,17
542,403,13:30,1,14/01/2023,17
567,229,13:30,1,14/01/2023,17
039,523,14:00,1,14/01/2023,17
001,517,14:00,1,14/01/2023,17
402,423,14:00,1,14/01/2023,17
514,092,15:30,1,14/01/2023,17
249,084,15:30,1,14/01/2023,17
292,388,13:30,6A,14/01/2023,17
033,517,14:00,6A,14/01/2023,17
249,038,14:00,6A,14/01/2023,17
005,092,15:15,6A,14/01/2023,17
132,376,15:30,6A,14/01/2023,17
152,445,15:30,6A,14/01/2023,17
402,423,15:30,6A,14/01/2023,17
123,999,14:00,4C,14/01/2023,17
130,279,14:00,4C,14/01/2023,17
039,401,15:30,4C,14/01/2023,17
646,263,15:30,4C,14/01/2023,17
132,392,15:30,4C,14/01/2023,17
617,359,15:30,4C,14/01/2023,17
514,093,15:30,4C,14/01/2023,17
152,100,14:00,6C,14/01/2023,17
039,338,14:00,6C,14/01/2023,17
280,001,14:00,6C,14/01/2023,17
221,072,14:00,6C,14/01/2023,17
007,268,15:00,6C,14/01/2023,17
467,109,15:30,6C,14/01/2023,17
451,395,15:30,6C,14/01/2023,17
999,022,00:00,4A,21/01/2023,18
181,629,12:30,4A,21/01/2023,18
488,039,13:00,4A,21/01/2023,18
503,001,15:00,4A,21/01/2023,18
648,221,15:00,4A,21/01/2023,18
654,057,15:30,4A,21/01/2023,18
056,574,15:30,4A,21/01/2023,18
999,514,00:00,4C,21/01/2023,18
263,039,12:30,4C,21/01/2023,18
123,617,14:00,4C,21/01/2023,18
392,646,14:00,4C,21/01/2023,18
279,359,14:00,4C,21/01/2023,18
401,130,15:30,4C,21/01/2023,18
093,132,15:30,4C,21/01/2023,18
999,601,00:00,4D,21/01/2023,18
493,649,12:30,4D,21/01/2023,18
574,181,13:00,4D,21/01/2023,18
214,641,14:00,4D,21/01/2023,18
070,092,14:30,4D,21/01/2023,18
644,016,14:45,4D,21/01/2023,18
569,152,15:30,4D,21/01/2023,18
999,522,00:00,4B,21/01/2023,18
445,359,12:30,4B,21/01/2023,18
345,412,14:00,4B,21/01/2023,18
306,999,14:00,4B,21/01/2023,18
497,039,15:00,4B,21/01/2023,18
606,455,15:30,4B,21/01/2023,18
628,067,15:30,4B,21/01/2023,18
999,007,00:00,5A,21/01/2023,18
109,075,12:00,5A,21/01/2023,18
645,132,14:00,5A,21/01/2023,18
620,611,14:00,5A,21/01/2023,18
562,153,14:00,5A,21/01/2023,18
459,152,14:00,5A,21/01/2023,18
653,516,15:30,5A,21/01/2023,18
999,303,00:00,5C,21/01/2023,18
657,664,11:30,5C,21/01/2023,18
656,100,12:30,5C,21/01/2023,18
658,517,13:30,5C,21/01/2023,18
128,663,14:00,5C,21/01/2023,18
428,662,15:30,5C,21/01/2023,18
660,063,15:30,5C,21/01/2023,18
343,626,12:30,3C,21/01/2023,18
603,221,14:00,3C,21/01/2023,18
151,611,14:30,3C,21/01/2023,18
579,001,15:30,3C,21/01/2023,18
627,303,15:30,3C,21/01/2023,18
048,598,15:30,3C,21/01/2023,18
562,544,15:30,3C,21/01/2023,18
420,357,12:30,3A,21/01/2023,18
343,543,12:30,3A,21/01/2023,18
556,109,14:00,3A,21/01/2023,18
537,359,15:00,3A,21/01/2023,18
217,181,15:00,3A,21/01/2023,18
268,169,15:30,3A,21/01/2023,18
340,605,15:30,3A,21/01/2023,18
151,181,12:30,6D,21/01/2023,18
044,416,14:00,6D,21/01/2023,18
093,132,14:00,6D,21/01/2023,18
002,412,14:00,6D,21/01/2023,18
084,303,15:00,6D,21/01/2023,18
402,455,15:30,6D,21/01/2023,18
347,075,15:30,6D,21/01/2023,18
655,999,12:30,5B,21/01/2023,18
661,417,13:30,5B,21/01/2023,18
330,659,14:00,5B,21/01/2023,18
498,619,15:30,5B,21/01/2023,18
514,572,15:30,5B,21/01/2023,18
635,652,15:30,5B,21/01/2023,18
338,593,15:30,5B,21/01/2023,18
402,602,12:30,3B,21/01/2023,18
090,359,13:30,3B,21/01/2023,18
622,221,14:00,3B,21/01/2023,18
053,049,15:30,3B,21/01/2023,18
623,600,15:30,3B,21/01/2023,18
582,499,15:30,3B,21/01/2023,18
268,597,15:30,3B,21/01/2023,18
427,237,12:30,6E,21/01/2023,18
128,999,15:30,6E,21/01/2023,18
123,375,15:30,6E,21/01/2023,18
517,039,15:30,6E,21/01/2023,18
498,401,15:30,6E,21/01/2023,18
001,537,15:30,6E,21/01/2023,18
404,132,15:30,6E,21/01/2023,18
345,416,12:30,2B,21/01/2023,18
388,132,13:45,2B,21/01/2023,18
002,137,14:00,2B,21/01/2023,18
044,109,14:00,2B,21/01/2023,18
292,589,15:00,2B,21/01/2023,18
030,152,15:30,2B,21/01/2023,18
578,001,15:30,2B,21/01/2023,18
044,109,12:30,2A,21/01/2023,18
402,599,12:30,2A,21/01/2023,18
541,630,12:30,2A,21/01/2023,18
292,504,13:30,2A,21/01/2023,18
024,132,13:30,2A,21/01/2023,18
274,035,14:00,2A,21/01/2023,18
263,031,14:00,2A,21/01/2023,18
517,092,12:30,1,21/01/2023,18
423,567,13:00,1,21/01/2023,18
523,001,13:00,1,21/01/2023,18
229,542,14:00,1,21/01/2023,18
402,514,14:00,1,21/01/2023,18
084,039,15:00,1,21/01/2023,18
403,249,15:30,1,21/01/2023,18
084,625,13:30,3D,21/01/2023,18
402,235,14:00,3D,21/01/2023,18
624,637,14:00,3D,21/01/2023,18
634,566,14:00,3D,21/01/2023,18
523,643,14:45,3D,21/01/2023,18
647,303,15:00,3D,21/01/2023,18
401,416,15:30,3D,21/01/2023,18
109,092,13:30,6B,21/01/2023,18
343,039,14:00,6B,21/01/2023,18
345,049,14:00,6B,21/01/2023,18
229,035,15:30,6B,21/01/2023,18
306,292,15:30,6B,21/01/2023,18
263,001,15:30,6B,21/01/2023,18
047,268,15:30,6B,21/01/2023,18
038,152,14:00,6A,21/01/2023,18
445,033,14:00,6A,21/01/2023,18
517,092,14:00,6A,21/01/2023,18
423,292,14:30,6A,21/01/2023,18
402,005,15:30,6A,21/01/2023,18
376,249,15:30,6A,21/01/2023,18
388,132,15:30,6A,21/01/2023,18
338,221,14:00,6C,21/01/2023,18
268,039,14:00,6C,21/01/2023,18
395,007,14:00,6C,21/01/2023,18
100,467,14:00,6C,21/01/2023,18
072,152,14:00,6C,21/01/2023,18
109,001,15:00,6C,21/01/2023,18
451,280,15:30,6C,21/01/2023,18
999,514,00:00,5B,28/01/2023,19
659,661,12:30,5B,28/01/2023,19
652,338,14:00,5B,28/01/2023,19
572,635,14:00,5B,28/01/2023,19
417,655,15:00,5B,28/01/2023,19
619,330,15:00,5B,28/01/2023,19
593,498,15:30,5B,28/01/2023,19
999,628,00:00,4B,28/01/2023,19
522,306,12:30,4B,28/01/2023,19
455,345,13:00,4B,28/01/2023,19
412,999,13:30,4B,28/01/2023,19
039,606,13:30,4B,28/01/2023,19
067,445,14:00,4B,28/01/2023,19
359,497,14:00,4B,28/01/2023,19
999,498,00:00,6E,28/01/2023,19
237,128,12:30,6E,28/01/2023,19
401,517,14:00,6E,28/01/2023,19
537,123,15:00,6E,28/01/2023,19
375,427,15:30,6E,28/01/2023,19
132,001,15:30,6E,28/01/2023,19
039,404,15:30,6E,28/01/2023,19
303,347,11:00,6D,28/01/2023,19
132,044,13:00,6D,28/01/2023,19
416,402,14:00,6D,28/01/2023,19
181,002,15:00,6D,28/01/2023,19
412,093,15:00,6D,28/01/2023,19
075,151,15:30,6D,28/01/2023,19
455,084,15:30,6D,28/01/2023,19
109,340,12:00,3A,28/01/2023,19
181,420,14:00,3A,28/01/2023,19
357,268,14:00,3A,28/01/2023,19
605,537,14:00,3A,28/01/2023,19
543,556,14:30,3A,28/01/2023,19
359,217,15:30,3A,28/01/2023,19
169,343,15:30,3A,28/01/2023,19
303,128,12:30,5C,28/01/2023,19
517,660,12:30,5C,28/01/2023,19
063,656,13:30,5C,28/01/2023,19
100,428,14:00,5C,28/01/2023,19
662,657,15:00,5C,28/01/2023,19
664,999,15:30,5C,28/01/2023,19
663,658,15:30,5C,28/01/2023,19
035,343,12:30,6B,28/01/2023,19
268,229,13:30,6B,28/01/2023,19
092,263,14:00,6B,28/01/2023,19
292,345,15:00,6B,28/01/2023,19
001,047,15:30,6B,28/01/2023,19
049,109,15:30,6B,28/01/2023,19
039,306,15:30,6B,28/01/2023,19
092,574,12:30,4D,28/01/2023,19
649,214,12:30,4D,28/01/2023,19
641,999,12:30,4D,28/01/2023,19
016,070,12:30,4D,28/01/2023,19
152,493,14:00,4D,28/01/2023,19
181,569,15:30,4D,28/01/2023,19
601,644,15:30,4D,28/01/2023,19
092,445,12:30,6A,28/01/2023,19
292,402,13:30,6A,28/01/2023,19
033,038,14:00,6A,28/01/2023,19
249,388,14:00,6A,28/01/2023,19
005,517,15:15,6A,28/01/2023,19
152,376,15:30,6A,28/01/2023,19
132,423,15:30,6A,28/01/2023,19
516,645,12:30,5A,28/01/2023,19
132,999,13:00,5A,28/01/2023,19
007,562,13:30,5A,28/01/2023,19
611,459,13:30,5A,28/01/2023,19
075,620,14:00,5A,28/01/2023,19
153,109,15:30,5A,28/01/2023,19
152,653,15:30,5A,28/01/2023,19
416,402,12:30,3D,28/01/2023,19
625,624,12:30,3D,28/01/2023,19
235,647,14:00,3D,28/01/2023,19
566,401,14:00,3D,28/01/2023,19
637,634,15:30,3D,28/01/2023,19
303,523,15:30,3D,28/01/2023,19
643,084,15:30,3D,28/01/2023,19
598,562,12:30,3C,28/01/2023,19
001,151,12:30,3C,28/01/2023,19
611,603,14:00,3C,28/01/2023,19
303,579,14:00,3C,28/01/2023,19
221,343,15:30,3C,28/01/2023,19
544,627,15:30,3C,28/01/2023,19
626,048,15:30,3C,28/01/2023,19
039,654,12:30,4A,28/01/2023,19
001,999,12:30,4A,28/01/2023,19
574,488,13:00,4A,28/01/2023,19
057,181,14:00,4A,28/01/2023,19
629,503,15:30,4A,28/01/2023,19
221,056,15:30,4A,28/01/2023,19
022,648,15:30,4A,28/01/2023,19
132,044,13:00,2A,28/01/2023,19
035,024,14:00,2A,28/01/2023,19
599,292,14:00,2A,28/01/2023,19
109,402,15:00,2A,28/01/2023,19
031,274,15:00,2A,28/01/2023,19
504,541,15:30,2A,28/01/2023,19
630,263,15:30,2A,28/01/2023,19
542,423,13:30,1,28/01/2023,19
567,402,13:30,1,28/01/2023,19
039,403,14:00,1,28/01/2023,19
001,084,14:00,1,28/01/2023,19
249,229,15:30,1,28/01/2023,19
514,517,15:30,1,28/01/2023,19
092,523,15:30,1,28/01/2023,19
109,345,13:30,2B,28/01/2023,19
152,002,14:00,2B,28/01/2023,19
589,578,14:45,2B,28/01/2023,19
001,030,15:30,2B,28/01/2023,19
137,388,15:30,2B,28/01/2023,19
132,044,15:30,2B,28/01/2023,19
416,292,15:30,2B,28/01/2023,19
130,263,14:00,4C,28/01/2023,19
359,401,14:00,4C,28/01/2023,19
514,123,15:30,4C,28/01/2023,19
132,999,15:30,4C,28/01/2023,19
646,093,15:30,4C,28/01/2023,19
617,279,15:30,4C,28/01/2023,19
039,392,15:30,4C,28/01/2023,19
001,100,14:00,6C,28/01/2023,19
152,338,14:00,6C,28/01/2023,19
280,109,14:00,6C,28/01/2023,19
039,395,14:00,6C,28/01/2023,19
221,268,14:00,6C,28/01/2023,19
007,451,15:00,6C,28/01/2023,19
467,072,15:30,6C,28/01/2023,19
600,053,14:00,3B,28/01/2023,19
221,268,14:00,3B,28/01/2023,19
597,582,15:00,3B,28/01/2023,19
049,622,15:30,3B,28/01/2023,19
359,623,15:30,3B,28/01/2023,19
602,090,15:30,3B,28/01/2023,19
499,402,15:30,3B,28/01/2023,19
999,649,00:00,4D,04/02/2023,20
493,181,12:30,4D,04/02/2023,20
574,070,13:00,4D,04/02/2023,20
214,152,14:00,4D,04/02/2023,20
644,641,14:45,4D,04/02/2023,20
569,092,15:30,4D,04/02/2023,20
601,016,15:30,4D,04/02/2023,20
999,455,00:00,4B,04/02/2023,20
999,067,00:00,4B,04/02/2023,20
345,039,14:00,4B,04/02/2023,20
306,412,14:00,4B,04/02/2023,20
497,445,15:00,4B,04/02/2023,20
628,522,15:30,4B,04/02/2023,20
606,359,15:30,4B,04/02/2023,20
999,629,00:00,4A,04/02/2023,20
039,057,12:30,4A,04/02/2023,20
488,221,13:00,4A,04/02/2023,20
503,181,15:00,4A,04/02/2023,20
648,001,15:00,4A,04/02/2023,20
056,022,15:30,4A,04/02/2023,20
654,574,15:30,4A,04/02/2023,20
999,646,00:00,4C,04/02/2023,20
263,359,12:30,4C,04/02/2023,20
123,132,14:00,4C,04/02/2023,20
392,130,14:00,4C,04/02/2023,20
401,279,15:30,4C,04/02/2023,20
093,039,15:30,4C,04/02/2023,20
514,617,15:30,4C,04/02/2023,20
999,516,00:00,5A,04/02/2023,20
007,153,13:30,5A,04/02/2023,20
459,075,14:00,5A,04/02/2023,20
562,132,14:00,5A,04/02/2023,20
645,152,14:00,5A,04/02/2023,20
620,109,14:00,5A,04/02/2023,20
653,611,15:30,5A,04/02/2023,20
657,100,11:30,5C,04/02/2023,20
656,517,12:30,5C,04/02/2023,20
658,303,13:30,5C,04/02/2023,20
128,999,14:00,5C,04/02/2023,20
662,664,15:00,5C,04/02/2023,20
660,663,15:30,5C,04/02/2023,20
428,063,15:30,5C,04/02/2023,20
109,605,12:00,3A,04/02/2023,20
420,359,12:30,3A,04/02/2023,20
343,357,12:30,3A,04/02/2023,20
556,169,14:00,3A,04/02/2023,20
217,537,15:00,3A,04/02/2023,20
340,543,15:30,3A,04/02/2023,20
268,181,15:30,3A,04/02/2023,20
343,611,12:30,3C,04/02/2023,20
598,544,12:30,3C,04/02/2023,20
603,001,14:00,3C,04/02/2023,20
151,303,14:30,3C,04/02/2023,20
579,627,15:30,3C,04/02/2023,20
562,626,15:30,3C,04/02/2023,20
048,221,15:30,3C,04/02/2023,20
416,235,12:30,3D,04/02/2023,20
084,303,13:30,3D,04/02/2023,20
634,625,14:00,3D,04/02/2023,20
402,566,14:00,3D,04/02/2023,20
624,643,14:00,3D,04/02/2023,20
523,647,14:45,3D,04/02/2023,20
401,637,15:30,3D,04/02/2023,20
655,659,12:30,5B,04/02/2023,20
661,619,13:30,5B,04/02/2023,20
330,593,14:00,5B,04/02/2023,20
417,999,15:00,5B,04/02/2023,20
635,514,15:30,5B,04/02/2023,20
338,572,15:30,5B,04/02/2023,20
498,652,15:30,5B,04/02/2023,20
345,132,12:30,2B,04/02/2023,20
109,416,13:30,2B,04/02/2023,20
388,152,13:45,2B,04/02/2023,20
044,137,14:00,2B,04/02/2023,20
002,001,14:00,2B,04/02/2023,20
030,589,15:30,2B,04/02/2023,20
578,292,15:30,2B,04/02/2023,20
402,132,12:30,2A,04/02/2023,20
541,292,12:30,2A,04/02/2023,20
044,035,12:30,2A,04/02/2023,20
024,031,13:30,2A,04/02/2023,20
274,630,14:00,2A,04/02/2023,20
263,504,14:00,2A,04/02/2023,20
109,599,15:00,2A,04/02/2023,20
402,597,12:30,3B,04/02/2023,20
622,600,14:00,3B,04/02/2023,20
268,049,15:30,3B,04/02/2023,20
053,359,15:30,3B,04/02/2023,20
623,090,15:30,3B,04/02/2023,20
582,221,15:30,3B,04/02/2023,20
499,602,15:30,3B,04/02/2023,20
151,303,12:30,6D,04/02/2023,20
416,455,14:00,6D,04/02/2023,20
044,412,14:00,6D,04/02/2023,20
002,075,14:00,6D,04/02/2023,20
093,181,14:00,6D,04/02/2023,20
402,132,15:30,6D,04/02/2023,20
347,084,15:30,6D,04/02/2023,20
423,249,13:00,1,04/02/2023,20
523,517,13:00,1,04/02/2023,20
567,514,13:30,1,04/02/2023,20
402,542,14:00,1,04/02/2023,20
229,039,14:00,1,04/02/2023,20
084,092,15:00,1,04/02/2023,20
403,001,15:30,1,04/02/2023,20
292,005,13:30,6A,04/02/2023,20
038,092,14:00,6A,04/02/2023,20
445,517,14:00,6A,04/02/2023,20
423,249,14:30,6A,04/02/2023,20
402,132,15:30,6A,04/02/2023,20
376,033,15:30,6A,04/02/2023,20
388,152,15:30,6A,04/02/2023,20
268,152,14:00,6C,04/02/2023,20
338,467,14:00,6C,04/02/2023,20
100,109,14:00,6C,04/02/2023,20
395,221,14:00,6C,04/02/2023,20
072,001,14:00,6C,04/02/2023,20
007,280,15:00,6C,04/02/2023,20
451,039,15:30,6C,04/02/2023,20
345,039,14:00,6B,04/02/2023,20
343,268,14:00,6B,04/02/2023,20
292,049,15:00,6B,04/02/2023,20
306,035,15:30,6B,04/02/2023,20
263,109,15:30,6B,04/02/2023,20
047,092,15:30,6B,04/02/2023,20
229,001,15:30,6B,04/02/2023,20
537,375,15:00,6E,04/02/2023,20
517,999,15:30,6E,04/02/2023,20
001,039,15:30,6E,04/02/2023,20
404,401,15:30,6E,04/02/2023,20
498,237,15:30,6E,04/02/2023,20
128,427,15:30,6E,04/02/2023,20
123,132,15:30,6E,04/02/2023,20
999,404,00:00,6E,11/02/2023,21
237,517,12:30,6E,11/02/2023,21
427,498,12:30,6E,11/02/2023,21
401,001,14:00,6E,11/02/2023,21
375,128,15:30,6E,11/02/2023,21
039,123,15:30,6E,11/02/2023,21
132,537,15:30,6E,11/02/2023,21
999,658,00:00,5C,11/02/2023,21
517,428,12:30,5C,11/02/2023,21
303,660,12:30,5C,11/02/2023,21
063,657,13:30,5C,11/02/2023,21
100,662,14:00,5C,11/02/2023,21
664,128,15:30,5C,11/02/2023,21
663,656,15:30,5C,11/02/2023,21
999,635,00:00,5B,11/02/2023,21
659,417,12:30,5B,11/02/2023,21
572,498,14:00,5B,11/02/2023,21
652,330,14:00,5B,11/02/2023,21
619,655,15:00,5B,11/02/2023,21
514,338,15:30,5B,11/02/2023,21
593,661,15:30,5B,11/02/2023,21
303,002,11:00,6D,11/02/2023,21
132,416,13:00,6D,11/02/2023,21
084,151,15:00,6D,11/02/2023,21
181,044,15:00,6D,11/02/2023,21
412,402,15:00,6D,11/02/2023,21
455,347,15:30,6D,11/02/2023,21
075,093,15:30,6D,11/02/2023,21
109,459,12:00,5A,11/02/2023,21
516,562,12:30,5A,11/02/2023,21
132,007,13:00,5A,11/02/2023,21
611,645,13:30,5A,11/02/2023,21
075,653,14:00,5A,11/02/2023,21
153,620,15:30,5A,11/02/2023,21
152,999,15:30,5A,11/02/2023,21
001,056,12:30,4A,11/02/2023,21
181,999,12:30,4A,11/02/2023,21
574,039,13:00,4A,11/02/2023,21
057,503,14:00,4A,11/02/2023,21
022,488,15:30,4A,11/02/2023,21
629,648,15:30,4A,11/02/2023,21
221,654,15:30,4A,11/02/2023,21
016,574,12:30,4D,11/02/2023,21
092,493,12:30,4D,11/02/2023,21
641,601,12:30,4D,11/02/2023,21
649,644,12:30,4D,11/02/2023,21
152,999,14:00,4D,11/02/2023,21
070,569,14:30,4D,11/02/2023,21
181,214,15:30,4D,11/02/2023,21
092,376,12:30,6A,11/02/2023,21
517,038,14:00,6A,11/02/2023,21
033,388,14:00,6A,11/02/2023,21
249,402,14:00,6A,11/02/2023,21
005,445,15:15,6A,11/02/2023,21
152,423,15:30,6A,11/02/2023,21
132,292,15:30,6A,11/02/2023,21
445,606,12:30,4B,11/02/2023,21
522,999,12:30,4B,11/02/2023,21
455,306,13:00,4B,11/02/2023,21
039,999,13:30,4B,11/02/2023,21
412,628,13:30,4B,11/02/2023,21
067,497,14:00,4B,11/02/2023,21
359,345,14:00,4B,11/02/2023,21
035,345,12:30,6B,11/02/2023,21
109,047,13:30,6B,11/02/2023,21
268,306,13:30,6B,11/02/2023,21
092,229,14:00,6B,11/02/2023,21
001,343,15:30,6B,11/02/2023,21
039,292,15:30,6B,11/02/2023,21
049,263,15:30,6B,11/02/2023,21
001,343,12:30,3C,11/02/2023,21
611,048,14:00,3C,11/02/2023,21
303,603,14:00,3C,11/02/2023,21
544,579,15:30,3C,11/02/2023,21
626,598,15:30,3C,11/02/2023,21
221,562,15:30,3C,11/02/2023,21
627,151,15:30,3C,11/02/2023,21
625,401,12:30,3D,11/02/2023,21
566,416,14:00,3D,11/02/2023,21
235,523,14:00,3D,11/02/2023,21
647,084,15:00,3D,11/02/2023,21
643,634,15:30,3D,11/02/2023,21
303,624,15:30,3D,11/02/2023,21
637,402,15:30,3D,11/02/2023,21
517,084,12:30,1,11/02/2023,21
542,567,13:30,1,11/02/2023,21
039,423,14:00,1,11/02/2023,21
001,229,14:00,1,11/02/2023,21
092,403,15:30,1,11/02/2023,21
514,523,15:30,1,11/02/2023,21
249,402,15:30,1,11/02/2023,21
132,109,13:00,2A,11/02/2023,21
292,263,13:30,2A,11/02/2023,21
035,402,14:00,2A,11/02/2023,21
599,541,14:00,2A,11/02/2023,21
031,044,15:00,2A,11/02/2023,21
504,274,15:30,2A,11/02/2023,21
630,024,15:30,2A,11/02/2023,21
090,053,13:30,3B,11/02/2023,21
221,402,14:00,3B,11/02/2023,21
600,268,14:00,3B,11/02/2023,21
597,499,15:00,3B,11/02/2023,21
359,622,15:30,3B,11/02/2023,21
602,623,15:30,3B,11/02/2023,21
049,582,15:30,3B,11/02/2023,21
359,392,14:00,4C,11/02/2023,21
279,263,14:00,4C,11/02/2023,21
130,093,14:00,4C,11/02/2023,21
617,401,15:30,4C,11/02/2023,21
132,514,15:30,4C,11/02/2023,21
646,123,15:30,4C,11/02/2023,21
039,999,15:30,4C,11/02/2023,21
357,556,14:00,3A,11/02/2023,21
605,217,14:00,3A,11/02/2023,21
181,343,14:00,3A,11/02/2023,21
543,109,14:30,3A,11/02/2023,21
537,420,15:00,3A,11/02/2023,21
359,268,15:30,3A,11/02/2023,21
169,340,15:30,3A,11/02/2023,21
280,100,14:00,6C,11/02/2023,21
001,338,14:00,6C,11/02/2023,21
221,451,14:00,6C,11/02/2023,21
039,007,14:00,6C,11/02/2023,21
152,395,14:00,6C,11/02/2023,21
109,072,15:00,6C,11/02/2023,21
467,268,15:30,6C,11/02/2023,21
152,044,14:00,2B,11/02/2023,21
589,002,14:45,2B,11/02/2023,21
292,030,15:00,2B,11/02/2023,21
137,345,15:30,2B,11/02/2023,21
416,578,15:30,2B,11/02/2023,21
132,109,15:30,2B,11/02/2023,21
001,388,15:30,2B,11/02/2023,21
999,070,00:00,4D,25/02/2023,22
493,569,12:30,4D,25/02/2023,22
649,016,12:30,4D,25/02/2023,22
641,152,12:30,4D,25/02/2023,22
214,574,14:00,4D,25/02/2023,22
644,092,14:45,4D,25/02/2023,22
601,181,15:30,4D,25/02/2023,22
999,109,00:00,5A,25/02/2023,22
516,153,12:30,5A,25/02/2023,22
132,152,13:00,5A,25/02/2023,22
007,611,13:30,5A,25/02/2023,22
562,075,14:00,5A,25/02/2023,22
645,620,14:00,5A,25/02/2023,22
653,459,15:30,5A,25/02/2023,22
999,497,00:00,4B,25/02/2023,22
999,039,00:00,4B,25/02/2023,22
522,455,12:30,4B,25/02/2023,22
412,067,13:30,4B,25/02/2023,22
306,445,14:00,4B,25/02/2023,22
345,606,14:00,4B,25/02/2023,22
628,359,15:30,4B,25/02/2023,22
999,279,00:00,4C,25/02/2023,22
123,359,14:00,4C,25/02/2023,22
392,263,14:00,4C,25/02/2023,22
646,617,15:30,4C,25/02/2023,22
132,039,15:30,4C,25/02/2023,22
514,130,15:30,4C,25/02/2023,22
093,401,15:30,4C,25/02/2023,22
657,303,11:30,5C,25/02/2023,22
656,128,12:30,5C,25/02/2023,22
063,664,13:30,5C,25/02/2023,22
100,517,14:00,5C,25/02/2023,22
662,663,15:00,5C,25/02/2023,22
660,658,15:30,5C,25/02/2023,22
428,999,15:30,5C,25/02/2023,22
109,181,12:00,3A,25/02/2023,22
343,217,12:30,3A,25/02/2023,22
556,537,14:00,3A,25/02/2023,22
543,357,14:30,3A,25/02/2023,22
268,420,15:30,3A,25/02/2023,22
340,359,15:30,3A,25/02/2023,22
169,605,15:30,3A,25/02/2023,22
345,589,12:30,2B,25/02/2023,22
109,001,13:30,2B,25/02/2023,22
388,578,13:45,2B,25/02/2023,22
002,030,14:00,2B,25/02/2023,22
044,292,14:00,2B,25/02/2023,22
137,416,15:30,2B,25/02/2023,22
132,152,15:30,2B,25/02/2023,22
402,359,12:30,3B,25/02/2023,22
221,602,14:00,3B,25/02/2023,22
622,053,14:00,3B,25/02/2023,22
597,049,15:00,3B,25/02/2023,22
268,623,15:30,3B,25/02/2023,22
582,090,15:30,3B,25/02/2023,22
499,600,15:30,3B,25/02/2023,22
416,643,12:30,3D,25/02/2023,22
634,523,14:00,3D,25/02/2023,22
624,084,14:00,3D,25/02/2023,22
402,303,14:00,3D,25/02/2023,22
566,625,14:00,3D,25/02/2023,22
637,235,15:30,3D,25/02/2023,22
401,647,15:30,3D,25/02/2023,22
343,579,12:30,3C,25/02/2023,22
598,001,12:30,3C,25/02/2023,22
603,151,14:00,3C,25/02/2023,22
048,627,15:30,3C,25/02/2023,22
626,611,15:30,3C,25/02/2023,22
221,544,15:30,3C,25/02/2023,22
562,303,15:30,3C,25/02/2023,22
044,292,12:30,2A,25/02/2023,22
402,504,12:30,2A,25/02/2023,22
132,031,13:00,2A,25/02/2023,22
024,541,13:30,2A,25/02/2023,22
035,599,14:00,2A,25/02/2023,22
274,263,14:00,2A,25/02/2023,22
109,630,15:00,2A,25/02/2023,22
039,001,12:30,4A,25/02/2023,22
574,022,13:00,4A,25/02/2023,22
488,181,13:00,4A,25/02/2023,22
648,999,15:00,4A,25/02/2023,22
654,629,15:30,4A,25/02/2023,22
056,503,15:30,4A,25/02/2023,22
221,057,15:30,4A,25/02/2023,22
659,593,12:30,5B,25/02/2023,22
655,572,12:30,5B,25/02/2023,22
661,514,13:30,5B,25/02/2023,22
330,635,14:00,5B,25/02/2023,22
619,999,15:00,5B,25/02/2023,22
417,652,15:00,5B,25/02/2023,22
498,338,15:30,5B,25/02/2023,22
035,049,12:30,6B,25/02/2023,22
345,092,14:00,6B,25/02/2023,22
343,263,14:00,6B,25/02/2023,22
292,001,15:00,6B,25/02/2023,22
306,109,15:30,6B,25/02/2023,22
229,047,15:30,6B,25/02/2023,22
039,268,15:30,6B,25/02/2023,22
423,517,13:00,1,25/02/2023,22
542,039,13:30,1,25/02/2023,22
567,001,13:30,1,25/02/2023,22
229,523,14:00,1,25/02/2023,22
402,092,14:00,1,25/02/2023,22
249,514,15:30,1,25/02/2023,22
403,084,15:30,1,25/02/2023,22
132,181,13:00,6D,25/02/2023,22
416,075,14:00,6D,25/02/2023,22
044,084,14:00,6D,25/02/2023,22
002,151,14:00,6D,25/02/2023,22
093,347,14:00,6D,25/02/2023,22
412,455,15:00,6D,25/02/2023,22
402,303,15:30,6D,25/02/2023,22
