home_club_id,away_club_id,time,division,date,day
999,455,00:00,4B,03/09/2022,1
999,445,00:00,4B,03/09/2022,1
522,412,1-1,4B,03/09/2022,1
345,497,4-2,4B,03/09/2022,1
306,359,3-0,4B,03/09/2022,1
628,039,1-1,4B,03/09/2022,1
606,067,1-4,4B,03/09/2022,1
999,092,00:00,4D,03/09/2022,1
493,574,0-1,4D,03/09/2022,1
641,649,1-4,4D,03/09/2022,1
214,070,4-2,4D,03/09/2022,1
644,181,2-0,4D,03/09/2022,1
569,016,0-0,4D,03/09/2022,1
601,152,1-0,4D,03/09/2022,1
999,359,00:00,4C,03/09/2022,1
263,617,non joué,4C,03/09/2022,1
392,401,3-3,4C,03/09/2022,1
123,130,0-1,4C,03/09/2022,1
514,039,5-0,4C,03/09/2022,1
093,279,3-0,4C,03/09/2022,1
132,646,2-0,4C,03/09/2022,1
999,075,00:00,5A,03/09/2022,1
132,516,2-2,5A,03/09/2022,1
007,152,0-5,5A,03/09/2022,1
459,153,3-0,5A,03/09/2022,1
562,611,5-3,5A,03/09/2022,1
645,109,0-1,5A,03/09/2022,1
653,620,3-0,5A,03/09/2022,1
999,057,00:00,4A,03/09/2022,1
039,022,0-3,4A,03/09/2022,1
574,221,5-0,4A,03/09/2022,1
488,629,1-3,4A,03/09/2022,1
648,503,1-1,4A,03/09/2022,1
056,181,5-2,4A,03/09/2022,1
654,001,5-1,4A,03/09/2022,1
657,663,5-4,5C,03/09/2022,1
656,999,12:30,5C,03/09/2022,1
658,664,1-10,5C,03/09/2022,1
100,063,2-2,5C,03/09/2022,1
662,517,0-3,5C,03/09/2022,1
660,128,3-4,5C,03/09/2022,1
428,303,1-7,5C,03/09/2022,1
109,357,1-5,3A,03/09/2022,1
343,537,5-5,3A,03/09/2022,1
420,605,3-1,3A,03/09/2022,1
556,359,2-3,3A,03/09/2022,1
543,169,1-8,3A,03/09/2022,1
340,181,1-4,3A,03/09/2022,1
268,217,4-0,3A,03/09/2022,1
044,504,0-5,2A,03/09/2022,1
402,630,1-5,2A,03/09/2022,1
132,035,N.C.,2A,03/09/2022,1
024,292,3-2,2A,03/09/2022,1
263,599,4-1,2A,03/09/2022,1
274,541,4-3,2A,03/09/2022,1
109,031,2-1,2A,03/09/2022,1
416,625,2-0,3D,03/09/2022,1
084,235,5-2,3D,03/09/2022,1
634,647,0-5,3D,03/09/2022,1
402,643,2-2,3D,03/09/2022,1
566,637,3-5,3D,03/09/2022,1
624,523,2-1,3D,03/09/2022,1
401,303,4-3,3D,03/09/2022,1
598,611,1-0,3C,03/09/2022,1
343,627,5-0,3C,03/09/2022,1
603,579,0-3,3C,03/09/2022,1
151,544,1-0,3C,03/09/2022,1
626,221,4-1,3C,03/09/2022,1
562,001,1-3,3C,03/09/2022,1
048,303,0-5,3C,03/09/2022,1
402,600,2-2,3B,03/09/2022,1
622,623,2-2,3B,03/09/2022,1
597,221,1-3,3B,03/09/2022,1
268,090,2-1,3B,03/09/2022,1
582,359,1-1,3B,03/09/2022,1
499,049,4-1,3B,03/09/2022,1
053,602,1-0,3B,03/09/2022,1
151,455,1-2,6D,03/09/2022,1
132,412,3-0,6D,03/09/2022,1
416,181,0-5,6D,03/09/2022,1
044,303,2-2,6D,03/09/2022,1
093,084,0-5,6D,03/09/2022,1
002,347,5-1,6D,03/09/2022,1
402,075,3-2,6D,03/09/2022,1
655,652,0-4,5B,03/09/2022,1
661,572,0-5,5B,03/09/2022,1
659,619,0-2,5B,03/09/2022,1
338,999,14:00,5B,03/09/2022,1
330,514,5-0,5B,03/09/2022,1
417,593,1-0,5B,03/09/2022,1
498,635,0-1,5B,03/09/2022,1
345,001,0-6,2B,03/09/2022,1
109,152,3-2,2B,03/09/2022,1
388,292,1-1,2B,03/09/2022,1
044,589,4-0,2B,03/09/2022,1
002,578,0-0,2B,03/09/2022,1
030,416,3-0,2B,03/09/2022,1
132,137,0-1,2B,03/09/2022,1
423,092,0-1,1,03/09/2022,1
542,249,1-0,1,03/09/2022,1
567,039,1-2,1,03/09/2022,1
402,001,1-2,1,03/09/2022,1
229,517,2-1,1,03/09/2022,1
084,514,1-1,1,03/09/2022,1
403,523,2-2,1,03/09/2022,1
292,152,5-0,6A,03/09/2022,1
038,005,14:00,6A,03/09/2022,1
423,092,5-1,6A,03/09/2022,1
402,033,2-1,6A,03/09/2022,1
376,445,5-1,6A,03/09/2022,1
132,249,1-3,6A,03/09/2022,1
388,517,5-0,6A,03/09/2022,1
072,280,3-1,6C,03/09/2022,1
338,100,5-0,6C,03/09/2022,1
395,001,0-5,6C,03/09/2022,1
039,221,4-2,6C,03/09/2022,1
268,109,2-1,6C,03/09/2022,1
007,152,1-1,6C,03/09/2022,1
451,467,3-1,6C,03/09/2022,1
343,109,arrêté,6B,03/09/2022,1
345,001,0-7,6B,03/09/2022,1
292,268,1-3,6B,03/09/2022,1
047,049,5-0,6B,03/09/2022,1
039,035,4-0,6B,03/09/2022,1
229,263,2-1,6B,03/09/2022,1
306,092,0-1,6B,03/09/2022,1
537,401,9-2,6E,03/09/2022,1
404,427,8-0,6E,03/09/2022,1
001,237,0-1,6E,03/09/2022,1
123,999,15:30,6E,03/09/2022,1
132,039,5-0,6E,03/09/2022,1
498,375,3-3,6E,03/09/2022,1
517,128,4-0,6E,03/09/2022,1
999,392,00:00,4C,10/09/2022,2
123,263,14:00,4C,10/09/2022,2
039,130,15:30,4C,10/09/2022,2
132,279,15:30,4C,10/09/2022,2
646,359,15:30,4C,10/09/2022,2
617,093,15:30,4C,10/09/2022,2
514,401,15:30,4C,10/09/2022,2
999,653,00:00,5A,10/09/2022,2
516,075,12:30,5A,10/09/2022,2
132,109,13:00,5A,10/09/2022,2
007,620,13:30,5A,10/09/2022,2
562,459,14:00,5A,10/09/2022,2
152,611,15:30,5A,10/09/2022,2
153,645,15:30,5A,10/09/2022,2
999,330,00:00,5B,10/09/2022,2
655,338,12:30,5B,10/09/2022,2
659,514,12:30,5B,10/09/2022,2
661,498,13:30,5B,10/09/2022,2
417,635,15:00,5B,10/09/2022,2
619,572,15:00,5B,10/09/2022,2
593,652,15:30,5B,10/09/2022,2
999,497,00:00,4B,10/09/2022,2
522,445,12:30,4B,10/09/2022,2
455,039,13:00,4B,10/09/2022,2
412,359,13:30,4B,10/09/2022,2
306,345,14:00,4B,10/09/2022,2
067,999,14:00,4B,10/09/2022,2
628,606,15:30,4B,10/09/2022,2
999,493,00:00,4D,10/09/2022,2
641,070,12:30,4D,10/09/2022,2
649,092,12:30,4D,10/09/2022,2
016,214,12:30,4D,10/09/2022,2
152,181,14:00,4D,10/09/2022,2
644,569,14:45,4D,10/09/2022,2
601,574,15:30,4D,10/09/2022,2
657,658,11:30,5C,10/09/2022,2
517,663,12:30,5C,10/09/2022,2
063,303,13:30,5C,10/09/2022,2
100,999,14:00,5C,10/09/2022,2
662,128,15:00,5C,10/09/2022,2
428,660,15:30,5C,10/09/2022,2
664,656,15:30,5C,10/09/2022,2
109,217,12:00,3A,10/09/2022,2
357,181,14:00,3A,10/09/2022,2
556,268,14:00,3A,10/09/2022,2
605,343,14:00,3A,10/09/2022,2
543,537,14:30,3A,10/09/2022,2
169,359,15:30,3A,10/09/2022,2
340,420,15:30,3A,10/09/2022,2
625,643,12:30,3D,10/09/2022,2
416,523,12:30,3D,10/09/2022,2
402,084,14:00,3D,10/09/2022,2
566,647,14:00,3D,10/09/2022,2
235,634,14:00,3D,10/09/2022,2
637,303,15:30,3D,10/09/2022,2
401,624,15:30,3D,10/09/2022,2
035,092,12:30,6B,10/09/2022,2
268,001,13:30,6B,10/09/2022,2
345,047,14:00,6B,10/09/2022,2
292,263,15:00,6B,10/09/2022,2
049,343,15:30,6B,10/09/2022,2
039,109,15:30,6B,10/09/2022,2
306,229,15:30,6B,10/09/2022,2
598,579,12:30,3C,10/09/2022,2
611,001,14:00,3C,10/09/2022,2
544,343,15:30,3C,10/09/2022,2
048,603,15:30,3C,10/09/2022,2
221,303,15:30,3C,10/09/2022,2
626,627,15:30,3C,10/09/2022,2
562,151,15:30,3C,10/09/2022,2
345,030,12:30,2B,10/09/2022,2
109,578,13:30,2B,10/09/2022,2
152,001,14:00,2B,10/09/2022,2
044,002,14:00,2B,10/09/2022,2
132,292,15:30,2B,10/09/2022,2
137,589,15:30,2B,10/09/2022,2
416,388,15:30,2B,10/09/2022,2
402,053,12:30,3B,10/09/2022,2
221,359,14:00,3B,10/09/2022,2
597,090,15:00,3B,10/09/2022,2
602,268,15:30,3B,10/09/2022,2
049,600,15:30,3B,10/09/2022,2
582,622,15:30,3B,10/09/2022,2
499,623,15:30,3B,10/09/2022,2
039,503,12:30,4A,10/09/2022,2
488,648,13:00,4A,10/09/2022,2
574,181,13:00,4A,10/09/2022,2
057,056,14:00,4A,10/09/2022,2
022,001,15:30,4A,10/09/2022,2
221,629,15:30,4A,10/09/2022,2
654,999,15:30,4A,10/09/2022,2
044,274,12:30,2A,10/09/2022,2
402,263,12:30,2A,10/09/2022,2
132,292,13:00,2A,10/09/2022,2
599,024,14:00,2A,10/09/2022,2
035,504,14:00,2A,10/09/2022,2
109,541,15:00,2A,10/09/2022,2
031,630,15:00,2A,10/09/2022,2
132,084,13:00,6D,10/09/2022,2
416,347,14:00,6D,10/09/2022,2
044,002,14:00,6D,10/09/2022,2
412,303,15:00,6D,10/09/2022,2
181,075,15:00,6D,10/09/2022,2
402,151,15:30,6D,10/09/2022,2
455,093,15:30,6D,10/09/2022,2
423,403,13:00,1,10/09/2022,2
542,517,13:30,1,10/09/2022,2
567,523,13:30,1,10/09/2022,2
039,001,14:00,1,10/09/2022,2
402,084,14:00,1,10/09/2022,2
514,229,15:30,1,10/09/2022,2
249,092,15:30,1,10/09/2022,2
292,445,13:30,6A,10/09/2022,2
249,092,14:00,6A,10/09/2022,2
423,376,14:30,6A,10/09/2022,2
005,388,15:15,6A,10/09/2022,2
402,038,15:30,6A,10/09/2022,2
152,033,15:30,6A,10/09/2022,2
132,517,15:30,6A,10/09/2022,2
280,268,14:00,6C,10/09/2022,2
221,001,14:00,6C,10/09/2022,2
395,338,14:00,6C,10/09/2022,2
039,109,14:00,6C,10/09/2022,2
152,467,14:00,6C,10/09/2022,2
007,100,15:00,6C,10/09/2022,2
451,072,15:30,6C,10/09/2022,2
401,999,14:00,6E,10/09/2022,2
537,128,15:00,6E,10/09/2022,2
375,404,15:30,6E,10/09/2022,2
039,237,15:30,6E,10/09/2022,2
132,427,15:30,6E,10/09/2022,2
123,498,15:30,6E,10/09/2022,2
001,517,15:30,6E,10/09/2022,2
999,063,00:00,5C,17/09/2022,3
656,428,5-0,5C,17/09/2022,3
303,517,0-3,5C,17/09/2022,3
660,657,9-1,5C,17/09/2022,3
658,662,0-5,5C,17/09/2022,3
128,100,0-4,5C,17/09/2022,3
663,664,0-14,5C,17/09/2022,3
999,375,00:00,6E,17/09/2022,3
427,039,5-0,6E,17/09/2022,3
237,401,3-3,6E,17/09/2022,3
498,537,2-6,6E,17/09/2022,3
128,132,4-0,6E,17/09/2022,3
404,001,9-1,6E,17/09/2022,3
517,123,1-1,6E,17/09/2022,3
999,039,00:00,4A,17/09/2022,3
181,221,5-1,4A,17/09/2022,3
001,057,0-5,4A,17/09/2022,3
503,574,1-1,4A,17/09/2022,3
648,654,0-1,4A,17/09/2022,3
056,488,1-1,4A,17/09/2022,3
629,022,3-2,4A,17/09/2022,3
999,306,00:00,4B,17/09/2022,3
445,412,1-3,4B,17/09/2022,3
039,067,2-0,4B,17/09/2022,3
359,455,3-3,4B,17/09/2022,3
345,628,1-2,4B,17/09/2022,3
497,522,0-5,4B,17/09/2022,3
606,999,15:30,4B,17/09/2022,3
303,181,6-1,6D,17/09/2022,3
151,416,0-7,6D,17/09/2022,3
093,044,5-0,6D,17/09/2022,3
002,402,0-5,6D,17/09/2022,3
084,412,0-2,6D,17/09/2022,3
347,132,0-3,6D,17/09/2022,3
075,455,1-6,6D,17/09/2022,3
109,516,4-0,5A,17/09/2022,3
611,153,0-5,5A,17/09/2022,3
459,007,1-1,5A,17/09/2022,3
620,132,1-0,5A,17/09/2022,3
075,152,1-3,5A,17/09/2022,3
645,999,14:00,5A,17/09/2022,3
653,562,2-1,5A,17/09/2022,3
217,543,1-1,3A,17/09/2022,3
343,556,4-2,3A,17/09/2022,3
420,109,0-2,3A,17/09/2022,3
181,605,0-5,3A,17/09/2022,3
537,169,1-0,3A,17/09/2022,3
359,357,0-3,3A,17/09/2022,3
268,340,5-2,3A,17/09/2022,3
001,544,2-2,3C,17/09/2022,3
343,048,0-0,3C,17/09/2022,3
603,562,2-2,3C,17/09/2022,3
303,611,1-3,3C,17/09/2022,3
151,598,2-1,3C,17/09/2022,3
627,221,0-2,3C,17/09/2022,3
579,626,0-2,3C,17/09/2022,3
092,152,1-2,6A,17/09/2022,3
033,005,5-1,6A,17/09/2022,3
517,249,1-4,6A,17/09/2022,3
445,132,1-3,6A,17/09/2022,3
038,292,1-5,6A,17/09/2022,3
376,402,5-4,6A,17/09/2022,3
388,423,2-2,6A,17/09/2022,3
643,235,4-0,3D,17/09/2022,3
084,416,2-2,3D,17/09/2022,3
624,402,1-3,3D,17/09/2022,3
634,401,2-3,3D,17/09/2022,3
523,566,3-3,3D,17/09/2022,3
647,637,4-2,3D,17/09/2022,3
303,625,3-2,3D,17/09/2022,3
493,644,1-3,4D,17/09/2022,3
092,152,1-1,4D,17/09/2022,3
574,641,3-1,4D,17/09/2022,3
214,999,14:00,4D,17/09/2022,3
070,649,0-5,4D,17/09/2022,3
569,601,1-0,4D,17/09/2022,3
181,016,1-1,4D,17/09/2022,3
263,514,2-2,4C,17/09/2022,3
359,039,5-0,4C,17/09/2022,3
392,123,1-1,4C,17/09/2022,3
279,646,2-2,4C,17/09/2022,3
130,617,1-4,4C,17/09/2022,3
401,132,2-1,4C,17/09/2022,3
093,999,15:30,4C,17/09/2022,3
517,249,2-0,1,17/09/2022,3
523,542,1-1,1,17/09/2022,3
001,514,3-1,1,17/09/2022,3
229,423,0-2,1,17/09/2022,3
084,567,2-0,1,17/09/2022,3
403,402,0-0,1,17/09/2022,3
092,039,0-1,1,17/09/2022,3
541,132,3-2,2A,17/09/2022,3
292,035,0-3,2A,17/09/2022,3
024,044,1-1,2A,17/09/2022,3
274,402,1-3,2A,17/09/2022,3
263,109,5-0,2A,17/09/2022,3
504,031,2-0,2A,17/09/2022,3
630,599,3-1,2A,17/09/2022,3
090,221,1-2,3B,17/09/2022,3
622,402,2-2,3B,17/09/2022,3
600,602,3-0,3B,17/09/2022,3
268,582,0-3,3B,17/09/2022,3
359,049,0-2,3B,17/09/2022,3
623,597,2-1,3B,17/09/2022,3
053,499,2-5,3B,17/09/2022,3
109,035,2-1,6B,17/09/2022,3
343,306,2-6,6B,17/09/2022,3
092,268,5-5,6B,17/09/2022,3
263,039,0-0,6B,17/09/2022,3
047,292,3-1,6B,17/09/2022,3
229,345,5-0,6B,17/09/2022,3
001,049,3-1,6B,17/09/2022,3
388,044,5-0,2B,17/09/2022,3
002,345,2-2,2B,17/09/2022,3
589,152,1-5,2B,17/09/2022,3
292,137,4-2,2B,17/09/2022,3
001,416,0-1,2B,17/09/2022,3
578,132,2-1,2B,17/09/2022,3
030,109,2-1,2B,17/09/2022,3
001,152,1-2,6C,17/09/2022,3
072,007,3-0,6C,17/09/2022,3
338,451,2-1,6C,17/09/2022,3
268,395,8-0,6C,17/09/2022,3
100,039,0-11,6C,17/09/2022,3
109,221,4-3,6C,17/09/2022,3
467,280,2-0,6C,17/09/2022,3
572,593,0-5,5B,17/09/2022,3
652,999,14:00,5B,17/09/2022,3
330,661,5-0,5B,17/09/2022,3
514,619,0-3,5B,17/09/2022,3
635,659,2-2,5B,17/09/2022,3
338,417,2-1,5B,17/09/2022,3
498,655,0-5,5B,17/09/2022,3
999,237,00:00,6E,24/09/2022,4
401,427,11-0,6E,24/09/2022,4
537,517,4-0,6E,24/09/2022,4
132,498,5-0,6E,24/09/2022,4
375,001,2-1,6E,24/09/2022,4
123,404,2-2,6E,24/09/2022,4
039,128,0-5,6E,24/09/2022,4
999,345,00:00,4B,24/09/2022,4
522,606,1-3,4B,24/09/2022,4
455,445,1-1,4B,24/09/2022,4
412,497,1-1,4B,24/09/2022,4
039,359,3-3,4B,24/09/2022,4
067,306,3-4,4B,24/09/2022,4
628,999,15:30,4B,24/09/2022,4
999,661,00:00,5B,24/09/2022,4
655,330,6-1,5B,24/09/2022,4
659,338,1-0,5B,24/09/2022,4
652,572,5-0,5B,24/09/2022,4
619,635,3-4,5B,24/09/2022,4
417,498,2-3,5B,24/09/2022,4
593,514,2-2,5B,24/09/2022,4
132,151,13-1,6D,24/09/2022,4
416,002,2-2,6D,24/09/2022,4
412,347,1-0,6D,24/09/2022,4
181,084,1-2,6D,24/09/2022,4
455,044,1-3,6D,24/09/2022,4
402,093,3-2,6D,24/09/2022,4
075,303,0-5,6D,24/09/2022,4
657,656,2-5,5C,24/09/2022,4
517,999,12:30,5C,24/09/2022,4
063,128,6-1,5C,24/09/2022,4
100,658,1-2,5C,24/09/2022,4
662,660,0-1,5C,24/09/2022,4
664,428,8-0,5C,24/09/2022,4
663,303,N.C.,5C,24/09/2022,4
109,268,1-0,3A,24/09/2022,4
605,556,0-7,3A,24/09/2022,4
181,359,0-2,3A,24/09/2022,4
357,537,1-0,3A,24/09/2022,4
543,420,2-3,3A,24/09/2022,4
340,343,2-6,3A,24/09/2022,4
169,217,0-1,3A,24/09/2022,4
625,647,3-1,3D,24/09/2022,4
416,624,1-2,3D,24/09/2022,4
235,401,2-3,3D,24/09/2022,4
566,084,2-1,3D,24/09/2022,4
402,634,4-3,3D,24/09/2022,4
637,523,2-1,3D,24/09/2022,4
643,303,2-0,3D,24/09/2022,4
039,648,1-2,4A,24/09/2022,4
001,629,1-2,4A,24/09/2022,4
574,999,13:00,4A,24/09/2022,4
057,488,2-5,4A,24/09/2022,4
022,181,3-2,4A,24/09/2022,4
654,056,2-2,4A,24/09/2022,4
221,503,0-5,4A,24/09/2022,4
402,268,5-0,3B,24/09/2022,4
600,359,5-1,3B,24/09/2022,4
221,623,2-0,3B,24/09/2022,4
597,053,1-0,3B,24/09/2022,4
049,090,7-2,3B,24/09/2022,4
499,622,3-0,3B,24/09/2022,4
602,582,0-0,3B,24/09/2022,4
611,075,1-3,5A,24/09/2022,4
516,620,1-0,5A,24/09/2022,4
132,459,1-1,5A,24/09/2022,4
007,653,1-4,5A,24/09/2022,4
562,645,3-1,5A,24/09/2022,4
152,109,5-2,5A,24/09/2022,4
153,999,15:30,5A,24/09/2022,4
016,999,12:30,4D,24/09/2022,4
649,574,2-1,4D,24/09/2022,4
152,070,4-2,4D,24/09/2022,4
644,214,3-3,4D,24/09/2022,4
601,493,3-0,4D,24/09/2022,4
181,092,2-2,4D,24/09/2022,4
641,569,3-2,4D,24/09/2022,4
001,303,2-0,3C,24/09/2022,4
598,603,1-1,3C,24/09/2022,4
611,627,5-0,3C,24/09/2022,4
626,151,1-3,3C,24/09/2022,4
221,579,4-1,3C,24/09/2022,4
544,048,5-1,3C,24/09/2022,4
562,343,1-1,3C,24/09/2022,4
035,263,1-0,6B,24/09/2022,4
268,109,3-0,6B,24/09/2022,4
345,343,2-1,6B,24/09/2022,4
292,229,1-1,6B,24/09/2022,4
001,092,5-0,6B,24/09/2022,4
039,047,0-6,6B,24/09/2022,4
049,306,2-2,6B,24/09/2022,4
345,388,1-3,2B,24/09/2022,4
109,002,1-1,2B,24/09/2022,4
152,292,2-2,2B,24/09/2022,4
001,589,3-1,2B,24/09/2022,4
132,030,0-2,2B,24/09/2022,4
137,578,3-1,2B,24/09/2022,4
416,044,0-1,2B,24/09/2022,4
402,024,1-1,2A,24/09/2022,4
132,263,0-4,2A,24/09/2022,4
599,044,2-4,2A,24/09/2022,4
035,541,2-2,2A,24/09/2022,4
109,274,2-5,2A,24/09/2022,4
031,292,5-0,2A,24/09/2022,4
630,504,2-0,2A,24/09/2022,4
542,084,2-0,1,24/09/2022,4
567,403,2-1,1,24/09/2022,4
039,517,1-1,1,24/09/2022,4
402,229,0-1,1,24/09/2022,4
001,092,6-0,1,24/09/2022,4
249,523,4-3,1,24/09/2022,4
514,423,3-0,1,24/09/2022,4
292,376,0-5,6A,24/09/2022,4
033,092,1-1,6A,24/09/2022,4
249,445,4-1,6A,24/09/2022,4
005,423,6-0,6A,24/09/2022,4
132,038,0-1,6A,24/09/2022,4
402,388,1-5,6A,24/09/2022,4
152,517,3-1,6A,24/09/2022,4
130,359,2-2,4C,24/09/2022,4
123,093,2-2,4C,24/09/2022,4
617,999,15:30,4C,24/09/2022,4
646,401,1-1,4C,24/09/2022,4
132,263,2-3,4C,24/09/2022,4
039,279,1-1,4C,24/09/2022,4
514,392,8-1,4C,24/09/2022,4
039,072,2-1,6C,24/09/2022,4
152,109,2-0,6C,24/09/2022,4
221,100,4-0,6C,24/09/2022,4
280,395,2-5,6C,24/09/2022,4
007,338,4-3,6C,24/09/2022,4
451,268,2-2,6C,24/09/2022,4
467,001,3-0,6C,24/09/2022,4
999,221,00:00,4A,01/10/2022,5
181,001,1-2,4A,01/10/2022,5
488,654,1-1,4A,01/10/2022,5
648,574,0-5,4A,01/10/2022,5
503,022,2-0,4A,01/10/2022,5
056,039,3-2,4A,01/10/2022,5
629,057,1-1,4A,01/10/2022,5
999,999,00:00,4B,01/10/2022,5
445,039,3-2,4B,01/10/2022,5
345,522,0-3,4B,01/10/2022,5
359,067,2-4,4B,01/10/2022,5
306,628,2-4,4B,01/10/2022,5
497,455,3-2,4B,01/10/2022,5
606,412,1-5,4B,01/10/2022,5
999,123,00:00,4C,01/10/2022,5
263,646,4-3,4C,01/10/2022,5
392,132,2-2,4C,01/10/2022,5
279,130,2-3,4C,01/10/2022,5
359,617,1-0,4C,01/10/2022,5
401,039,3-2,4C,01/10/2022,5
093,514,0-4,4C,01/10/2022,5
999,562,00:00,5A,01/10/2022,5
109,611,4-1,5A,01/10/2022,5
459,516,2-1,5A,01/10/2022,5
620,152,1-2,5A,01/10/2022,5
075,153,2-1,5A,01/10/2022,5
645,007,4-2,5A,01/10/2022,5
653,132,2-1,5A,01/10/2022,5
999,644,00:00,4D,01/10/2022,5
092,016,2-0,4D,01/10/2022,5
493,641,3-5,4D,01/10/2022,5
574,152,2-2,4D,01/10/2022,5
214,601,0-0,4D,01/10/2022,5
070,181,1-2,4D,01/10/2022,5
569,649,0-4,4D,01/10/2022,5
999,663,00:00,5C,01/10/2022,5
303,664,0-2,5C,01/10/2022,5
656,662,3-2,5C,01/10/2022,5
658,063,0-7,5C,01/10/2022,5
128,517,1-1,5C,01/10/2022,5
660,100,1-2,5C,01/10/2022,5
428,657,4-3,5C,01/10/2022,5
303,455,4-1,6D,01/10/2022,5
151,412,1-3,6D,01/10/2022,5
044,402,4-1,6D,01/10/2022,5
093,416,N.C.,6D,01/10/2022,5
002,132,1-6,6D,01/10/2022,5
084,075,6-0,6D,01/10/2022,5
347,181,0-2,6D,01/10/2022,5
420,169,2-2,3A,01/10/2022,5
343,109,1-2,3A,01/10/2022,5
556,340,1-0,3A,01/10/2022,5
217,357,1-4,3A,01/10/2022,5
537,181,7-1,3A,01/10/2022,5
359,605,5-0,3A,01/10/2022,5
268,543,4-2,3A,01/10/2022,5
343,598,1-2,3C,01/10/2022,5
303,544,1-2,3C,01/10/2022,5
603,626,3-0,3C,01/10/2022,5
151,221,4-2,3C,01/10/2022,5
048,562,0-2,3C,01/10/2022,5
627,001,1-8,3C,01/10/2022,5
579,611,1-3,3C,01/10/2022,5
092,005,12:30,6A,01/10/2022,5
517,033,2-2,6A,01/10/2022,5
445,152,1-6,6A,01/10/2022,5
038,249,1-5,6A,01/10/2022,5
423,402,3-1,6A,01/10/2022,5
376,132,2-2,6A,01/10/2022,5
388,292,0-3,6A,01/10/2022,5
237,375,4-2,6E,01/10/2022,5
427,999,12:30,6E,01/10/2022,5
498,039,4-4,6E,01/10/2022,5
128,401,3-2,6E,01/10/2022,5
001,123,0-3,6E,01/10/2022,5
404,537,6-1,6E,01/10/2022,5
517,132,4-1,6E,01/10/2022,5
517,001,2-3,1,01/10/2022,5
423,402,0-1,1,01/10/2022,5
523,039,0-4,1,01/10/2022,5
229,567,3-4,1,01/10/2022,5
084,249,1-2,1,01/10/2022,5
092,514,1-2,1,01/10/2022,5
403,542,0-1,1,01/10/2022,5
044,402,2-1,2A,01/10/2022,5
541,031,3-0,2A,01/10/2022,5
024,109,2-3,2A,01/10/2022,5
292,630,0-2,2A,01/10/2022,5
263,035,3-1,2A,01/10/2022,5
274,132,N.C.,2A,01/10/2022,5
504,599,5-0,2A,01/10/2022,5
084,637,3-1,3D,01/10/2022,5
634,416,6-3,3D,01/10/2022,5
624,566,2-0,3D,01/10/2022,5
523,625,0-1,3D,01/10/2022,5
647,643,0-2,3D,01/10/2022,5
401,402,0-2,3D,01/10/2022,5
303,235,4-0,3D,01/10/2022,5
090,600,0-5,3B,01/10/2022,5
622,597,1-0,3B,01/10/2022,5
268,499,2-1,3B,01/10/2022,5
582,402,0-1,3B,01/10/2022,5
359,602,2-4,3B,01/10/2022,5
623,049,1-0,3B,01/10/2022,5
053,221,0-2,3B,01/10/2022,5
661,655,1-1,5B,01/10/2022,5
572,999,14:00,5B,01/10/2022,5
330,417,1-0,5B,01/10/2022,5
514,652,1-2,5B,01/10/2022,5
635,593,1-1,5B,01/10/2022,5
338,619,1-3,5B,01/10/2022,5
498,659,1-5,5B,01/10/2022,5
109,001,0-0,6B,01/10/2022,5
343,292,2-1,6B,01/10/2022,5
092,049,2-10,6B,01/10/2022,5
306,345,4-1,6B,01/10/2022,5
229,039,1-1,6B,01/10/2022,5
047,035,3-2,6B,01/10/2022,5
263,268,2-0,6B,01/10/2022,5
388,109,2-1,2B,01/10/2022,5
044,345,2-1,2B,01/10/2022,5
002,132,2-1,2B,01/10/2022,5
589,416,0-0,2B,01/10/2022,5
292,001,2-2,2B,01/10/2022,5
030,137,2-1,2B,01/10/2022,5
578,152,2-2,2B,01/10/2022,5
338,039,9-2,6C,01/10/2022,5
072,221,3-3,6C,01/10/2022,5
001,280,3-3,6C,01/10/2022,5
395,451,3-7,6C,01/10/2022,5
268,007,2-3,6C,01/10/2022,5
100,152,0-9,6C,01/10/2022,5
109,467,2-4,6C,01/10/2022,5
999,655,00:00,5B,08/10/2022,6
659,330,2-0,5B,08/10/2022,6
652,635,2-0,5B,08/10/2022,6
572,514,2-4,5B,08/10/2022,6
417,661,1-6,5B,08/10/2022,6
619,498,7-0,5B,08/10/2022,6
593,338,arrêté,5B,08/10/2022,6
999,128,00:00,6E,08/10/2022,6
237,427,11-0,6E,08/10/2022,6
132,404,non joué,6E,08/10/2022,6
401,498,5-4,6E,08/10/2022,6
537,001,4-2,6E,08/10/2022,6
375,123,0-5,6E,08/10/2022,6
039,517,1-4,6E,08/10/2022,6
999,306,00:00,4B,08/10/2022,6
522,999,12:30,4B,08/10/2022,6
455,606,4-2,4B,08/10/2022,6
412,345,2-2,4B,08/10/2022,6
039,497,0-2,4B,08/10/2022,6
359,445,1-2,4B,08/10/2022,6
067,628,0-2,4B,08/10/2022,6
303,084,0-2,6D,08/10/2022,6
132,093,2-1,6D,08/10/2022,6
416,044,2-5,6D,08/10/2022,6
412,002,8-1,6D,08/10/2022,6
181,151,12-1,6D,08/10/2022,6
075,347,1-1,6D,08/10/2022,6
455,402,3-3,6D,08/10/2022,6
132,645,0-0,5A,08/10/2022,6
516,653,2-3,5A,08/10/2022,6
611,620,3-0,5A,08/10/2022,6
007,999,13:30,5A,08/10/2022,6
075,109,1-2,5A,08/10/2022,6
152,459,1-2,5A,08/10/2022,6
153,562,1-1,5A,08/10/2022,6
